vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},476,2023-11-29 17:06:01,False,,,Response,12,question_page,1,ModularPage,True,94.192.14.74,"{""time_taken"": 17.798, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:05:46.202Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:05:48.720Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:05:48.720Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:05:48.730Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:06:02.826Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:06:02.826Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:06:02.827Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:06:02.827Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:06:02.827Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:06:02.829Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:06:03.972Z"", ""info"": {""buttonId"": ""1""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 2 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_081.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},477,2023-11-29 17:06:19,False,,,Response,12,question_page,1,ModularPage,True,94.192.14.74,"{""time_taken"": 17.066, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:06:04.743Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:06:07.014Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:06:07.014Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:06:07.022Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:06:21.116Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:06:21.116Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:06:21.116Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:06:21.116Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:06:21.117Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:06:21.118Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:06:21.781Z"", ""info"": {""buttonId"": ""1""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 3 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_062.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},478,2023-11-29 17:06:38,False,,,Response,12,question_page,1,ModularPage,True,94.192.14.74,"{""time_taken"": 18.493, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:06:22.491Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:06:25.249Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:06:25.250Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:06:25.259Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:06:39.346Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:06:39.346Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:06:39.346Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:06:39.346Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:06:39.347Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:06:39.348Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:06:40.957Z"", ""info"": {""buttonId"": ""1""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 4 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_087.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},479,2023-11-29 17:06:56,False,,,Response,12,question_page,4,ModularPage,True,94.192.14.74,"{""time_taken"": 17.362, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:06:41.717Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:06:43.987Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:06:43.987Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:06:43.996Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:06:58.086Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:06:58.086Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:06:58.087Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:06:58.087Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:06:58.087Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:06:58.089Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:06:59.053Z"", ""info"": {""buttonId"": ""4""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 5 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_021.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},480,2023-11-29 17:07:13,False,,,Response,12,question_page,2,ModularPage,True,94.192.14.74,"{""time_taken"": 16.315, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:06:59.733Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:07:01.212Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:07:01.212Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:07:01.221Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:07:15.306Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:07:15.306Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:07:15.306Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:07:15.306Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:07:15.307Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:07:15.308Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:07:16.020Z"", ""info"": {""buttonId"": ""2""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 6 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_077.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},481,2023-11-29 17:07:31,False,,,Response,12,question_page,4,ModularPage,True,94.192.14.74,"{""time_taken"": 17.409, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:07:16.743Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:07:19.434Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:07:19.434Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:07:19.443Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:07:33.525Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:07:33.525Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:07:33.526Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:07:33.526Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:07:33.526Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:07:33.528Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:07:34.124Z"", ""info"": {""buttonId"": ""4""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 7 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_054.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},482,2023-11-29 17:07:50,False,,,Response,12,question_page,5,ModularPage,True,94.192.14.74,"{""time_taken"": 18.017, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:07:35.175Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:07:38.387Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:07:38.387Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:07:38.397Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:07:52.486Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:07:52.486Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:07:52.486Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:07:52.486Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:07:52.486Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:07:52.488Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:07:53.164Z"", ""info"": {""buttonId"": ""5""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 8 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_099.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},483,2023-11-29 17:08:10,False,,,Response,12,question_page,5,ModularPage,True,94.192.14.74,"{""time_taken"": 19.361, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:07:53.879Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:07:56.270Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:07:56.270Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:07:56.280Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:08:10.365Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:08:10.365Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:10.366Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:08:10.366Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:08:10.366Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:08:10.368Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:08:13.212Z"", ""info"": {""buttonId"": ""5""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 9 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_109.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},484,2023-11-29 17:08:14,False,,,Response,15,untitled,"{""main_consent"": true}",MainConsentPage,True,82.27.22.232,"{""time_taken"": 1.761, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:08:13.328Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:08:13.348Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:08:13.354Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:13.365Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:08:13.365Z"", ""info"": null}]}",Response,_Response
{},485,2023-11-29 17:08:16,False,,,Response,15,info,,InfoPage,True,82.27.22.232,"{""time_taken"": 0.969, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:08:15.756Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:08:15.761Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:08:15.767Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:15.776Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:08:15.777Z"", ""info"": null}], ""content"": {""py/object"": ""markupsafe.Markup"", ""bytes"": ""ccopy_reg\n_reconstructor\np0\n(cmarkupsafe\nMarkup\np1\nc__builtin__\nunicode\np2\nV\\u000a            <h3>Welcome!</h3>\\u000a            <hr>\\u000a            In this experiment you will be played songs and asked to rate how much you like them.\\u000a            <hr>\\u000a            \np3\ntp4\nRp5\n.""}}",Response,_Response
{},486,2023-11-29 17:08:17,False,,,Response,15,info,,InfoPage,True,82.27.22.232,"{""time_taken"": 0.643, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:08:17.318Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:08:17.322Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:08:17.326Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:17.336Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:08:17.336Z"", ""info"": null}], ""content"": {""py/object"": ""markupsafe.Markup"", ""bytes"": ""ccopy_reg\n_reconstructor\np0\n(cmarkupsafe\nMarkup\np1\nc__builtin__\nunicode\np2\nV\\u000a            <h3>Requirements</h3>\\u000a            <hr>\\u000a            <b><b>For this experiment we need you to use headphones or earplugs and a working microphone.</b></b>\\u000a            <br><br>\\u000a            If you cannot satisfy these requirements or your microphone or your headphones/earplugs do not work, please return the survey now.\\u000a            <hr>\\u000a            \np3\ntp4\nRp5\n.""}}",Response,_Response
{},487,2023-11-29 17:08:25,False,,,Response,17,untitled,"{""main_consent"": true}",MainConsentPage,True,195.99.197.66,"{""time_taken"": 1.795, ""platform"": ""Chrome 119.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 6, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:08:23.609Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:08:23.625Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:08:23.630Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:23.641Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:08:23.641Z"", ""info"": null}]}",Response,_Response
{},488,2023-11-29 17:08:26,False,,,Response,15,volume_calibration,,ModularPage,True,82.27.22.232,"{""time_taken"": 8.252, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:08:18.693Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:08:23.809Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:08:23.809Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:08:23.819Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:23.819Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:08:25.823Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:08:25.823Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:08:25.823Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:08:25.823Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:08:25.823Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:08:25.832Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:08:25.842Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:25.842Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:08:26.316Z"", ""info"": null}], ""prompt"": {""text"": ""\n            <p>\n                Please listen to the following sound and adjust your\n                computer's output volume until it is at a comfortable level.\n            </p>\n            <p>\n                If you can't hear anything, there may be a problem with your\n                playback configuration or your internet connection.\n                You can refresh the page to try loading the audio again.\n            </p>\n            "", ""url"": ""https://s3.amazonaws.com/psynet-tests/static-audio/cached/volume_calibration/volume_calibration_audio/a90fa3f02d7ff22cc88bd3182954cfd2.wav"", ""play_window"": [null, null]}, ""control"": {}}",Response,_Response
{},489,2023-11-29 17:08:27,False,,,Response,17,info,,InfoPage,True,195.99.197.66,"{""time_taken"": 1.27, ""platform"": ""Chrome 119.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:08:25.958Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:08:25.961Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:08:25.966Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:25.976Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:08:25.976Z"", ""info"": null}], ""content"": {""py/object"": ""markupsafe.Markup"", ""bytes"": ""ccopy_reg\n_reconstructor\np0\n(cmarkupsafe\nMarkup\np1\nc__builtin__\nunicode\np2\nV\\u000a            <h3>Welcome!</h3>\\u000a            <hr>\\u000a            In this experiment you will be played songs and asked to rate how much you like them.\\u000a            <hr>\\u000a            \np3\ntp4\nRp5\n.""}}",Response,_Response
{},490,2023-11-29 17:08:29,False,,,Response,12,question_page,6,ModularPage,True,94.192.14.74,"{""time_taken"": 17.427, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:08:13.877Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:08:16.619Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:08:16.620Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T17:08:16.629Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T17:08:30.716Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T17:08:30.716Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:30.716Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:08:30.718Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T17:08:30.718Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T17:08:30.719Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T17:08:31.276Z"", ""info"": {""buttonId"": ""6""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 10 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_052.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},491,2023-11-29 17:08:29,False,,,Response,17,info,,InfoPage,True,195.99.197.66,"{""time_taken"": 1.167, ""platform"": ""Chrome 119.0.0.0 on OS X 10.15.7 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:08:27.886Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:08:27.890Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:08:27.896Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:27.906Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:08:27.906Z"", ""info"": null}], ""content"": {""py/object"": ""markupsafe.Markup"", ""bytes"": ""ccopy_reg\n_reconstructor\np0\n(cmarkupsafe\nMarkup\np1\nc__builtin__\nunicode\np2\nV\\u000a            <h3>Requirements</h3>\\u000a            <hr>\\u000a            <b><b>For this experiment we need you to use headphones or earplugs and a working microphone.</b></b>\\u000a            <br><br>\\u000a            If you cannot satisfy these requirements or your microphone or your headphones/earplugs do not work, please return the survey now.\\u000a            <hr>\\u000a            \np3\ntp4\nRp5\n.""}}",Response,_Response
{},492,2023-11-29 17:08:37,False,,,Response,16,untitled,"{""main_consent"": true}",MainConsentPage,True,94.8.190.208,"{""time_taken"": 17.03, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T17:08:23.724Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T17:08:23.872Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T17:08:23.876Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T17:08:23.888Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T17:08:23.889Z"", ""info"": null}]}",Response,_Response
