vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},65,2023-11-29 15:55:02,False,,,Response,3,headphone_trial,2,ModularPage,True,84.9.85.144,"{""time_taken"": 9.503, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:54:53.294Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:54:53.939Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:54:53.939Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:54:53.949Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:54:57.955Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:54:57.955Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:54:57.955Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:54:57.955Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:54:57.955Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:54:57.956Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:55:02.770Z"", ""info"": {""buttonId"": ""2""}}], ""prompt"": {""text"": ""Which sound was softest (quietest) -- 1, 2, or 3?"", ""url"": ""https://s3.amazonaws.com/headphone-check/antiphase/antiphase_HC_OSI.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [""1"", ""2"", ""3""], ""labels"": {""py/id"": 17}}}",Response,_Response
{},66,2023-11-29 15:55:06,False,,,Response,6,headphone_trial,1,ModularPage,True,86.170.158.131,"{""time_taken"": 5.653, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:55:00.416Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:55:01.281Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:55:01.281Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:55:01.289Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:55:05.302Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:55:05.303Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:55:05.303Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:55:05.303Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:55:05.303Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:55:05.304Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:55:06.041Z"", ""info"": {""buttonId"": ""1""}}], ""prompt"": {""text"": ""Which sound was softest (quietest) -- 1, 2, or 3?"", ""url"": ""https://s3.amazonaws.com/headphone-check/antiphase/antiphase_HC_SOI.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [""1"", ""2"", ""3""], ""labels"": {""py/id"": 17}}}",Response,_Response
{},67,2023-11-29 15:55:11,False,,,Response,6,headphone_trial,1,ModularPage,True,86.170.158.131,"{""time_taken"": 4.911, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:55:06.735Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:55:07.184Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:55:07.184Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:55:07.194Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:55:11.213Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:55:11.213Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:55:11.214Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:55:11.214Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:55:11.215Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:55:11.215Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:55:11.617Z"", ""info"": {""buttonId"": ""1""}}], ""prompt"": {""text"": ""Which sound was softest (quietest) -- 1, 2, or 3?"", ""url"": ""https://s3.amazonaws.com/headphone-check/antiphase/antiphase_HC_SIO.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [""1"", ""2"", ""3""], ""labels"": {""py/id"": 17}}}",Response,_Response
{},68,2023-11-29 15:55:17,False,,,Response,6,headphone_trial,2,ModularPage,True,86.170.158.131,"{""time_taken"": 5.35, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:55:12.335Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:55:12.735Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:55:12.736Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:55:12.745Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:55:16.753Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:55:16.754Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:55:16.754Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:55:16.754Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:55:16.755Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:55:16.755Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:55:17.657Z"", ""info"": {""buttonId"": ""2""}}], ""prompt"": {""text"": ""Which sound was softest (quietest) -- 1, 2, or 3?"", ""url"": ""https://s3.amazonaws.com/headphone-check/antiphase/antiphase_HC_IOS.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [""1"", ""2"", ""3""], ""labels"": {""py/id"": 17}}}",Response,_Response
{},69,2023-11-29 15:55:25,False,,,Response,5,question_page,1,ModularPage,True,193.137.237.67,"{""time_taken"": 26.709, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 1.4, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:54:54.588Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:55:05.674Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:55:05.674Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:55:05.683Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:55:19.773Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:55:19.774Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:55:19.775Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:55:19.776Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:55:19.787Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:55:19.789Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:55:21.265Z"", ""info"": {""buttonId"": ""1""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 1 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_075.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},70,2023-11-29 15:55:34,False,,,Response,6,info,,InfoPage,True,86.170.158.131,"{""time_taken"": 16.133, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:55:18.378Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:55:18.387Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:55:18.391Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:55:18.400Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:55:18.400Z"", ""info"": null}], ""content"": {""py/object"": ""markupsafe.Markup"", ""bytes"": ""ccopy_reg\n_reconstructor\np0\n(cmarkupsafe\nMarkup\np1\nc__builtin__\nunicode\np2\nV\\u000a            <h3>Main experiment</h3>\\u000a            <hr>\\u000a            You will now start with the main part of the experiment. \\u000a            You will rate a total of 43 songs.\\u000a            <br><br>\\u000a            <b><b>Please listen to each song carefully and rate how much you like it</b></b>,\\u000a            using a 'pleasantness' scale from 1 (very unpleasant) to 7 (very pleasant).\\u000a            <br><br>\\u000a            Press <b><b>next</b></b> to start.\\u000a            <hr>\\u000a            \np3\ntp4\nRp5\n.""}}",Response,_Response
{},71,2023-11-29 15:55:50,False,,,Response,2,question_page,4,ModularPage,True,86.3.87.42,"{""time_taken"": 51.564, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:54:59.591Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:55:34.096Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:55:34.096Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:55:34.119Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:55:48.222Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:55:48.222Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:55:48.223Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:55:48.224Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:55:48.224Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:55:48.228Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:55:51.126Z"", ""info"": {""buttonId"": ""4""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 5 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_095.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},72,2023-11-29 15:56:01,False,,,Response,3,info,,InfoPage,True,84.9.85.144,"{""time_taken"": 57.9, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:55:03.369Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:55:03.374Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:55:03.379Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:55:03.390Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:55:03.390Z"", ""info"": null}], ""content"": {""py/object"": ""markupsafe.Markup"", ""bytes"": ""ccopy_reg\n_reconstructor\np0\n(cmarkupsafe\nMarkup\np1\nc__builtin__\nunicode\np2\nV\\u000a            <h3>Main experiment</h3>\\u000a            <hr>\\u000a            You will now start with the main part of the experiment. \\u000a            You will rate a total of 43 songs.\\u000a            <br><br>\\u000a            <b><b>Please listen to each song carefully and rate how much you like it</b></b>,\\u000a            using a 'pleasantness' scale from 1 (very unpleasant) to 7 (very pleasant).\\u000a            <br><br>\\u000a            Press <b><b>next</b></b> to start.\\u000a            <hr>\\u000a            \np3\ntp4\nRp5\n.""}}",Response,_Response
{},73,2023-11-29 15:56:01,False,,,Response,6,question_page,2,ModularPage,True,86.170.158.131,"{""time_taken"": 25.975, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:55:35.287Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:55:36.722Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:55:36.723Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:55:36.732Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:55:50.823Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:55:50.824Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:55:50.824Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:55:50.825Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:55:50.831Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:55:50.832Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:56:01.233Z"", ""info"": {""buttonId"": ""2""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 1 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_039.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},74,2023-11-29 15:56:08,False,,,Response,2,question_page,2,ModularPage,True,86.3.87.42,"{""time_taken"": 17.627, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:55:51.900Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:55:53.347Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:55:53.347Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:55:53.369Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:56:07.453Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:56:07.453Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:56:07.454Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:56:07.454Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:56:07.455Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:56:07.458Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:56:09.497Z"", ""info"": {""buttonId"": ""2""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 6 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_026.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},75,2023-11-29 15:56:19,False,,,Response,3,question_page,2,ModularPage,True,84.9.85.144,"{""time_taken"": 17.707, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:56:01.918Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:56:03.370Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:56:03.370Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:56:03.379Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:56:17.480Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:56:17.480Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:56:17.480Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:56:17.480Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:56:17.481Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:56:17.481Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:56:19.598Z"", ""info"": {""buttonId"": ""2""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 1 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_087.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},76,2023-11-29 15:56:38,False,,,Response,3,question_page,2,ModularPage,True,84.9.85.144,"{""time_taken"": 17.863, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:56:20.214Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:56:21.780Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:56:21.780Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:56:21.789Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:56:35.870Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:56:35.870Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:56:35.871Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:56:35.871Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:56:35.871Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:56:35.871Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:56:38.050Z"", ""info"": {""buttonId"": ""2""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 2 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_104.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},77,2023-11-29 15:56:42,False,,,Response,2,question_page,3,ModularPage,True,86.3.87.42,"{""time_taken"": 33.084, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:56:10.264Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:56:26.307Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:56:26.307Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:56:26.330Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:56:40.422Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:56:40.423Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:56:40.423Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:56:40.424Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:56:40.425Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:56:40.425Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:56:43.318Z"", ""info"": {""buttonId"": ""3""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 7 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_086.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},78,2023-11-29 15:56:44,False,,,Response,6,question_page,4,ModularPage,True,86.170.158.131,"{""time_taken"": 42.7, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:56:02.091Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:56:03.831Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:56:03.831Z"", ""info"": null}, {""eventType"": ""promptStart"", ""localTime"": ""2023-11-29T15:56:03.840Z"", ""info"": null}, {""eventType"": ""audioFinished: prompt"", ""localTime"": ""2023-11-29T15:56:17.933Z"", ""info"": null}, {""eventType"": ""promptEnd"", ""localTime"": ""2023-11-29T15:56:17.933Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:56:17.934Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:56:17.935Z"", ""info"": null}, {""eventType"": ""trialFinish"", ""localTime"": ""2023-11-29T15:56:17.935Z"", ""info"": null}, {""eventType"": ""trialFinished"", ""localTime"": ""2023-11-29T15:56:17.936Z"", ""info"": null}, {""eventType"": ""pushButtonClicked"", ""localTime"": ""2023-11-29T15:56:44.761Z"", ""info"": {""buttonId"": ""4""}}], ""prompt"": {""text"": ""<h5>How much do you like the song?</h5> <i><i>Trial number 2 out of 43 trials.</i></i>"", ""url"": ""https://manu-projects.s3.amazonaws.com/melody-preferences/NHS/original/NHS_orig_021.wav"", ""play_window"": [null, null]}, ""control"": {""choices"": [1, 2, 3, 4, 5, 6, 7], ""labels"": [""(1) Very unpleasant"", ""(2)"", ""(3)"", ""(4)"", ""(5)"", ""(6)"", ""(7) Very pleasant""]}}",Response,_Response
{},79,2023-11-29 15:56:51,False,,,Response,7,untitled,"{""main_consent"": true}",MainConsentPage,True,83.5.121.190,"{""time_taken"": 11.35, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:56:39.932Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:56:40.748Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:56:40.755Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:56:40.769Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:56:40.770Z"", ""info"": null}]}",Response,_Response
{},80,2023-11-29 15:56:53,False,,,Response,7,info,,InfoPage,True,83.5.121.190,"{""time_taken"": 1.464, ""platform"": ""Chrome 119.0.0.0 on Windows 10 64-bit"", ""download_speed_megabits_per_sec"": 10, ""event_log"": [{""eventType"": ""trialConstruct"", ""localTime"": ""2023-11-29T15:56:52.198Z"", ""info"": null}, {""eventType"": ""trialPrepare"", ""localTime"": ""2023-11-29T15:56:52.247Z"", ""info"": null}, {""eventType"": ""trialStart"", ""localTime"": ""2023-11-29T15:56:52.253Z"", ""info"": null}, {""eventType"": ""responseEnable"", ""localTime"": ""2023-11-29T15:56:52.269Z"", ""info"": null}, {""eventType"": ""submitEnable"", ""localTime"": ""2023-11-29T15:56:52.270Z"", ""info"": null}], ""content"": {""py/object"": ""markupsafe.Markup"", ""bytes"": ""ccopy_reg\n_reconstructor\np0\n(cmarkupsafe\nMarkup\np1\nc__builtin__\nunicode\np2\nV\\u000a            <h3>Welcome!</h3>\\u000a            <hr>\\u000a            In this experiment you will be played songs and asked to rate how much you like them.\\u000a            <hr>\\u000a            \np3\ntp4\nRp5\n.""}}",Response,_Response
