parent,awaiting_async_process,vars,id,creation_time,psynet_version,deployment_id,deposited,inherited,inherited_from,module_id,local_key,key_within_module,key_within_experiment,export_path,participant_id,trial_id,node_id,network_id,description,personal,content_id,host_path,url,is_folder,data_type,extension,storage,node_definition,type,input_path,obfuscate,md5_contents,size_mb,deposit_time_sec,used_cache,class,object_type
,False,{},7,2023-11-29 16:20:45,10.4.0,melody_preferences__mode=live__launch=2023-11-29--16-20-45,True,False,,volume_calibration,,volume_calibration_audio,volume_calibration/volume_calibration_audio,volume_calibration/volume_calibration_audio.wav,,,,,,False,a90fa3f02d7ff22cc88bd3182954cfd2,cached/volume_calibration/volume_calibration_audio/a90fa3f02d7ff22cc88bd3182954cfd2.wav,https://s3.amazonaws.com/psynet-tests/static-audio/cached/volume_calibration/volume_calibration_audio/a90fa3f02d7ff22cc88bd3182954cfd2.wav,False,,.wav,"{""py/object"": ""psynet.asset.S3Storage"", ""s3_bucket"": ""psynet-tests"", ""root"": ""static-audio"", ""backend"": {""py/object"": ""psynet.asset.S3Boto3TransferBackend"", ""s3_bucket"": ""psynet-tests""}}",,CachedAsset,/Users/manu/Documents/cap/PROJECTS/psynet10/psynet/resources/audio/brown_noise.wav,1,,,,True,CachedAsset,Asset
